InvoiceNumber,OrderNumber,InvoiceType,InvoiceStatus,InvoiceDate,DueDate,BillDate,ShipDate,CustomerCode,CustomerName,Terms,TermsDays,Currency,SubTotalAmount,SalesAmount,TotalAmount,TaxableAmount,NonTaxableAmount,TaxRate,TaxAmount,DiscountRate,DiscountAmount,ShippingAmount,ShippingTaxAmount,MiscAmount,MiscTaxAmount,ChargeAndAllowanceAmount,ChannelAmount,PaidAmount,CreditAmount,Balance,SalesRep,SalesRep2,SalesRep3,SalesRep4,CommissionRate,CommissionRate2,CommissionRate3,CommissionRate4,CommissionAmount,CommissionAmount2,CommissionAmount3,CommissionAmount4,TotalWeight,ActualWeight,IsEdi,OrderShipmentNum,ShippingCarrier,ShippingClass,DistributionCenterNum,CentralOrderNum,ChannelNum,ChannelAccountNum,ChannelOrderID,SecondaryChannelOrderID,ShippingAccount,RefNum,CustomerPoNum,EndBuyerUserId,EndBuyerName,EndBuyerEmail,ShipToName,ShipToSuffix,ShipToCompany,ShipToAddressLine1,ShipToAddressLine2,ShipToCity,ShipToState,ShipToPostalCode,ShipToCounty,ShipToCountry,ShipToEmail,ShipToDaytimePhone,BillToName,BillToCompany,BillToAddressLine1,BillToAddressLine2,BillToCity,BillToState,BillToPostalCode,BillToCounty,BillToCountry,BillToEmail,BillToDaytimePhone,Notes,DepartmentCode,DivisionCode,Seq,InvoiceItemType,InvoiceItemStatus,ItemDate,EtaArrivalDate,SKU,WarehouseCode,LotNum,Description,UOM,PackType,PackQty,OrderPack,ShipPack,CancelledPack,OpenPack,OrderQty,ShipQty,CancelledQty,OpenQty,PriceRule,Price,DiscountPrice,ExtAmount,ItemTotalAmount,OrderAmount,CancelledAmount,OpenAmount,Stockable,Taxable,Costable,IsProfit,DBChannelOrderLineRowID,ItemDiscountRate,ItemDiscountAmount,ItemNotes,ChannelItemID,UPC,EAN,MPN,ExternalBarcode,CustomerSKU,PodInfo
INV-SO2024-000001-000001,SO2024-000001,1,4,2024-06-16,2024-07-16,2024-06-17,2024-06-20,AMZ-eCom,AMZ eCom,,,USD,84.75,98.76,98.76,84.75,0.00,0,0.00,0,0.00,14.01,0.00,,,,,98.76,,0.00,,,,,,,,,,,,,,,,,,,,,10001,10565,10001-2024-000001,,,,,,,,AMZ eCom Shipping,,AMZ eCom Retail,201 Harbor Ave,Dock 1,Los Angeles,CA,90002,Los Angeles,USA,ship-amz-ecom@example.com,(213) 555-1006,,,,,,,,,,,,,,,,,,2024-06-16,,ADELINE-02-PINK-5.5,,,,EA,,,,,,,3,3,0,0,,11.50,11.50,34.50,34.50,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2024-000001-000001,SO2024-000001,1,4,2024-06-16,2024-07-16,2024-06-17,2024-06-20,AMZ-eCom,AMZ eCom,,,USD,84.75,98.76,98.76,84.75,0.00,0,0.00,0,0.00,14.01,0.00,,,,,98.76,,0.00,,,,,,,,,,,,,,,,,,,,,10001,10565,10001-2024-000001,,,,,,,,AMZ eCom Shipping,,AMZ eCom Retail,201 Harbor Ave,Dock 1,Los Angeles,CA,90002,Los Angeles,USA,ship-amz-ecom@example.com,(213) 555-1006,,,,,,,,,,,,,,,,,,2024-06-16,,AVIANA-06-PINK-10,,,,EA,,,,,,,1,1,0,0,,16.25,16.25,16.25,16.25,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2024-000001-000001,SO2024-000001,1,4,2024-06-16,2024-07-16,2024-06-17,2024-06-20,AMZ-eCom,AMZ eCom,,,USD,84.75,98.76,98.76,84.75,0.00,0,0.00,0,0.00,14.01,0.00,,,,,98.76,,0.00,,,,,,,,,,,,,,,,,,,,,10001,10565,10001-2024-000001,,,,,,,,AMZ eCom Shipping,,AMZ eCom Retail,201 Harbor Ave,Dock 1,Los Angeles,CA,90002,Los Angeles,USA,ship-amz-ecom@example.com,(213) 555-1006,,,,,,,,,,,,,,,,,,2024-06-16,,FA13501DM-1464KINGSC-29-30,,,,EA,,,,,,,1,1,0,0,,34.00,34.00,34.00,34.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2024-000002-000002,SO2024-000002,1,4,2024-05-28,2024-07-12,2024-05-30,2024-05-31,Shopify,Shopify,,,USD,101.25,113.58,113.58,101.25,0.00,0,0.00,0,0.00,12.33,0.00,,,,,113.58,,0.00,,,,,,,,,,,,,,,,,,,,,20001,10580,20001-2024-000002,,,,,,,,Shopify Shipping,,Shopify Commerce,217 Barranca Pkwy,Dock 17,Irvine,CA,92609,Orange,USA,ship-shopify@example.com,(949) 555-2606,,,,,,,,,,,,,,,,,,2024-05-28,,ADELINE-02-WHITE-9.5,,,,EA,,,,,,,3,3,0,0,,11.50,11.50,34.50,34.50,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2024-000002-000002,SO2024-000002,1,4,2024-05-28,2024-07-12,2024-05-30,2024-05-31,Shopify,Shopify,,,USD,101.25,113.58,113.58,101.25,0.00,0,0.00,0,0.00,12.33,0.00,,,,,113.58,,0.00,,,,,,,,,,,,,,,,,,,,,20001,10580,20001-2024-000002,,,,,,,,Shopify Shipping,,Shopify Commerce,217 Barranca Pkwy,Dock 17,Irvine,CA,92609,Orange,USA,ship-shopify@example.com,(949) 555-2606,,,,,,,,,,,,,,,,,,2024-05-28,,CORA-01-TAUP-12,,,,EA,,,,,,,3,3,0,0,,10.75,10.75,32.25,32.25,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2024-000002-000002,SO2024-000002,1,4,2024-05-28,2024-07-12,2024-05-30,2024-05-31,Shopify,Shopify,,,USD,101.25,113.58,113.58,101.25,0.00,0,0.00,0,0.00,12.33,0.00,,,,,113.58,,0.00,,,,,,,,,,,,,,,,,,,,,20001,10580,20001-2024-000002,,,,,,,,Shopify Shipping,,Shopify Commerce,217 Barranca Pkwy,Dock 17,Irvine,CA,92609,Orange,USA,ship-shopify@example.com,(949) 555-2606,,,,,,,,,,,,,,,,,,2024-05-28,,ADELINE-02-CAMEL-8.5,,,,EA,,,,,,,3,3,0,0,,11.50,11.50,34.50,34.50,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2024-000003-000003,SO2024-000003,1,4,2024-01-30,2024-03-30,2024-01-30,2024-02-04,Macys,Macys,,,USD,171.00,185.97,185.97,171.00,0.00,0,0.00,0,0.00,14.97,0.00,,,,,185.97,,0.00,,,,,,,,,,,,,,,,,,,,,30005,10574,30005-2024-000003,,,,,,,,Macys Shipping,,Macys Stores,215 King St,Dock 15,San Francisco,CA,94107,San Francisco,USA,ship-macys@example.com,(415) 555-2406,,,,,,,,,,,,,,,,,,2024-01-30,,ADELINE-03-BROWN-7.5,,,,EA,,,,,,,2,2,0,0,,18.50,18.50,37.00,37.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2024-000003-000003,SO2024-000003,1,4,2024-01-30,2024-03-30,2024-01-30,2024-02-04,Macys,Macys,,,USD,171.00,185.97,185.97,171.00,0.00,0,0.00,0,0.00,14.97,0.00,,,,,185.97,,0.00,,,,,,,,,,,,,,,,,,,,,30005,10574,30005-2024-000003,,,,,,,,Macys Shipping,,Macys Stores,215 King St,Dock 15,San Francisco,CA,94107,San Francisco,USA,ship-macys@example.com,(415) 555-2406,,,,,,,,,,,,,,,,,,2024-01-30,,CAMILA-06-GREEN-6.5,,,,EA,,,,,,,4,4,0,0,,8.00,8.00,32.00,32.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2024-000003-000003,SO2024-000003,1,4,2024-01-30,2024-03-30,2024-01-30,2024-02-04,Macys,Macys,,,USD,171.00,185.97,185.97,171.00,0.00,0,0.00,0,0.00,14.97,0.00,,,,,185.97,,0.00,,,,,,,,,,,,,,,,,,,,,30005,10574,30005-2024-000003,,,,,,,,Macys Shipping,,Macys Stores,215 King St,Dock 15,San Francisco,CA,94107,San Francisco,USA,ship-macys@example.com,(415) 555-2406,,,,,,,,,,,,,,,,,,2024-01-30,,FA13501DM-RINSEWSFT-27-32,,,,EA,,,,,,,3,3,0,0,,34.00,34.00,102.00,102.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2024-000004-000004,SO2024-000004,1,4,2024-07-02,2024-08-16,2024-07-02,2024-07-03,Etsy-LS,Etsy LS,,,USD,43.00,51.90,51.90,43.00,0.00,0,0.00,0,0.00,8.90,0.00,,,,,51.90,,0.00,,,,,,,,,,,,,,,,,,,,,10008,10571,10008-2024-000004,,,,,,,,Etsy LS Shipping,,Etsy LS Marketplace,205 Mission St,Dock 5,San Francisco,CA,94103,San Francisco,USA,ship-etsy-ls@example.com,(415) 555-1406,,,,,,,,,,,,,,,,,,2024-07-02,,CORA-01-YLW-7.5,,,,EA,,,,,,,4,4,0,0,,10.75,10.75,43.00,43.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2024-000005-000005,SO2024-000005,1,4,2024-04-02,2024-06-01,2024-04-04,2024-04-06,Macys,Macys,,,USD,50.00,50.00,50.00,50.00,0.00,0,0.00,0,0.00,0.00,0.00,,,,,50.00,,0.00,,,,,,,,,,,,,,,,,,,,,30005,10574,30005-2024-000005,,,,,,,,Macys Shipping,,Macys Stores,215 King St,Dock 15,San Francisco,CA,94107,San Francisco,USA,ship-macys@example.com,(415) 555-2406,,,,,,,,,,,,,,,,,,2024-04-02,,F13031C-1742VNTGDM-31-STD,,,,EA,,,,,,,1,1,0,0,,34.00,34.00,34.00,34.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2024-000005-000005,SO2024-000005,1,4,2024-04-02,2024-06-01,2024-04-04,2024-04-06,Macys,Macys,,,USD,50.00,50.00,50.00,50.00,0.00,0,0.00,0,0.00,0.00,0.00,,,,,50.00,,0.00,,,,,,,,,,,,,,,,,,,,,30005,10574,30005-2024-000005,,,,,,,,Macys Shipping,,Macys Stores,215 King St,Dock 15,San Francisco,CA,94107,San Francisco,USA,ship-macys@example.com,(415) 555-2406,,,,,,,,,,,,,,,,,,2024-04-02,,CAMILA-06-GREEN-8,,,,EA,,,,,,,2,2,0,0,,8.00,8.00,16.00,16.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2024-000006-000006,SO2024-000006,1,4,2024-12-12,2024-12-31,2024-12-14,2024-12-14,Veeqo-Amazon,Veeqo Amazon,,,USD,198.25,203.04,203.04,198.25,0.00,0,0.00,0,0.00,4.79,0.00,,,,,203.04,,0.00,,,,,,,,,,,,,,,,,,,,,10016,10579,10016-2024-000006,,,,,,,,Veeqo Amazon Shipping,,Veeqo Amazon Retail,202 Distribution Way,Dock 2,Irvine,CA,92603,Orange,USA,ship-veeqo-amazon@example.com,(949) 555-1106,,,,,,,,,,,,,,,,,,2024-12-12,,FA13501DM-1464KINGSC-31-32,,,,EA,,,,,,,4,4,0,0,,34.00,34.00,136.00,136.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2024-000006-000006,SO2024-000006,1,4,2024-12-12,2024-12-31,2024-12-14,2024-12-14,Veeqo-Amazon,Veeqo Amazon,,,USD,198.25,203.04,203.04,198.25,0.00,0,0.00,0,0.00,4.79,0.00,,,,,203.04,,0.00,,,,,,,,,,,,,,,,,,,,,10016,10579,10016-2024-000006,,,,,,,,Veeqo Amazon Shipping,,Veeqo Amazon Retail,202 Distribution Way,Dock 2,Irvine,CA,92603,Orange,USA,ship-veeqo-amazon@example.com,(949) 555-1106,,,,,,,,,,,,,,,,,,2024-12-12,,ASTRID-01-BLACK-7,,,,EA,,,,,,,3,3,0,0,,20.75,20.75,62.25,62.25,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2024-000007-000007,SO2024-000007,1,4,2024-07-31,2024-09-14,2024-08-01,2024-08-01,Walmart-eComm,Walmart eComm,,,USD,102.00,119.24,119.24,102.00,0.00,0,0.00,0,0.00,17.24,0.00,,,,,119.24,,0.00,,,,,,,,,,,,,,,,,,,,,10002,10566,10002-2024-000007,,,,,,,,Walmart eComm Shipping,,Walmart eComm Retail,220 Townsend St,Dock 20,San Francisco,CA,94109,San Francisco,USA,ship-walmart-ecomm@example.com,(415) 555-2906,,,,,,,,,,,,,,,,,,2024-07-31,,FA13501DM-1608BLAU2-32-30,,,,EA,,,,,,,3,3,0,0,,34.00,34.00,102.00,102.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2024-000008-000008,SO2024-000008,1,4,2024-01-26,2024-03-11,2024-01-27,2024-01-30,Veeqo-Amazon,Veeqo Amazon,,,USD,48.75,49.14,49.14,48.75,0.00,0,0.00,0,0.00,0.39,0.00,,,,,49.14,,0.00,,,,,,,,,,,,,,,,,,,,,10016,10579,10016-2024-000008,,,,,,,,Veeqo Amazon Shipping,,Veeqo Amazon Retail,202 Distribution Way,Dock 2,Irvine,CA,92603,Orange,USA,ship-veeqo-amazon@example.com,(949) 555-1106,,,,,,,,,,,,,,,,,,2024-01-26,,AVIANA-06-BLACK-9.5,,,,EA,,,,,,,3,3,0,0,,16.25,16.25,48.75,48.75,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2024-000009-000009,SO2024-000009,1,4,2024-08-26,2024-09-25,2024-08-27,2024-08-31,AMZ-eCom,AMZ eCom,,,USD,187.75,198.53,198.53,187.75,0.00,0,0.00,0,0.00,10.78,0.00,,,,,198.53,,0.00,,,,,,,,,,,,,,,,,,,,,10001,10565,10001-2024-000009,,,,,,,,AMZ eCom Shipping,,AMZ eCom Retail,201 Harbor Ave,Dock 1,Los Angeles,CA,90002,Los Angeles,USA,ship-amz-ecom@example.com,(213) 555-1006,,,,,,,,,,,,,,,,,,2024-08-26,,CORA-01-FUCH-9.5,,,,EA,,,,,,,1,1,0,0,,10.75,10.75,10.75,10.75,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2024-000009-000009,SO2024-000009,1,4,2024-08-26,2024-09-25,2024-08-27,2024-08-31,AMZ-eCom,AMZ eCom,,,USD,187.75,198.53,198.53,187.75,0.00,0,0.00,0,0.00,10.78,0.00,,,,,198.53,,0.00,,,,,,,,,,,,,,,,,,,,,10001,10565,10001-2024-000009,,,,,,,,AMZ eCom Shipping,,AMZ eCom Retail,201 Harbor Ave,Dock 1,Los Angeles,CA,90002,Los Angeles,USA,ship-amz-ecom@example.com,(213) 555-1006,,,,,,,,,,,,,,,,,,2024-08-26,,ADELINE-03-BLACK,,,,EA,,,,,,,1,1,0,0,,177.00,177.00,177.00,177.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2024-000010-000010,SO2024-000010,1,4,2024-11-16,2024-12-16,2024-11-18,2024-11-20,Magento,Magento,,,USD,92.25,107.02,107.02,92.25,0.00,0,0.00,0,0.00,14.77,0.00,,,,,107.02,,0.00,,,,,,,,,,,,,,,,,,,,,20003,10581,20003-2024-000010,,,,,,,,Magento Shipping,,Magento Platform,216 Century Blvd,Dock 16,Los Angeles,CA,90008,Los Angeles,USA,ship-magento@example.com,(213) 555-2506,,,,,,,,,,,,,,,,,,2024-11-16,,AUSTIN-06-BLUSH-5.5,,,,EA,,,,,,,3,3,0,0,,10.00,10.00,30.00,30.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2024-000010-000010,SO2024-000010,1,4,2024-11-16,2024-12-16,2024-11-18,2024-11-20,Magento,Magento,,,USD,92.25,107.02,107.02,92.25,0.00,0,0.00,0,0.00,14.77,0.00,,,,,107.02,,0.00,,,,,,,,,,,,,,,,,,,,,20003,10581,20003-2024-000010,,,,,,,,Magento Shipping,,Magento Platform,216 Century Blvd,Dock 16,Los Angeles,CA,90008,Los Angeles,USA,ship-magento@example.com,(213) 555-2506,,,,,,,,,,,,,,,,,,2024-11-16,,ASTRID-01-BLACK-6,,,,EA,,,,,,,3,3,0,0,,20.75,20.75,62.25,62.25,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
INV-SO2024-000011-000011,SO2024-000011,1,4,2024-06-23,2024-08-07,2024-06-23,2024-06-24,Shopify,Shopify,,,USD,29.00,46.59,46.59,29.00,0.00,0,0.00,0,0.00,17.59,0.00,,,,,46.59,,0.00,,,,,,,,,,,,,,,,,,,,,20001,10580,20001-2024-000011,,,,,,,,Shopify Shipping,,Shopify Commerce,217 Barranca Pkwy,Dock 17,Irvine,CA,92609,Orange,USA,ship-shopify@example.com,(949) 555-2606,,,,,,,,,,,,,,,,,,2024-06-23,,F13T007SS-CABERNET,,,,EA,,,,,,,1,1,0,0,,29.00,29.00,29.00,29.00,0,0,0,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,
