OrderNumber,OrderType,OrderStatus,OrderDate,ShipDate,DueDate,BillDate,EtaArrivalDate,EarliestShipDate,LatestShipDate,SignatureFlag,CustomerCode,CustomerName,Terms,TermsDays,Currency,SubTotalAmount,SalesAmount,TotalAmount,TaxableAmount,NonTaxableAmount,TaxRate,TaxAmount,DiscountRate,DiscountAmount,ShippingAmount,ShippingTaxAmount,MiscAmount,MiscTaxAmount,ChargeAndAllowanceAmount,ChannelAmount,PaidAmount,CreditAmount,Balance,DepositAmount,SalesRep,SalesRep2,SalesRep3,SalesRep4,CommissionRate,CommissionRate2,CommissionRate3,CommissionRate4,TotalWeight,ActualWeight,CancelCode,SalesDivision,CustomerSource,Fulfillment Status,Financial Status,AmountRefunded,IsEdi,ShippingCarrier,ShippingClass,MainTrackingNumber,MainReturnTrackingNumber,ChannelNum,ChannelAccountNum,ChannelOrderID,SecondaryChannelOrderID,ShippingAccount,RefNum,CustomerPoNum,Carton,EndBuyerUserID,EndBuyerName,EndBuyerEmail,ShipToName,ShipToFirstName,ShipToLastName,ShipToCompany,ShipToAddressLine1,ShipToAddressLine2,ShipToAddressLine3,ShipToCity,ShipToState,ShipToPostalCode,ShipToCounty,ShipToCountry,ShipToEmail,ShipToDaytimePhone,BillToName,BillToCompany,BillToAddressLine1,BillToAddressLine2,BillToAddressLine3,BillToCity,BillToState,BillToPostalCode,BillToCounty,BillToCountry,BillToEmail,BillToDaytimePhone,Notes,ShippingCode,WarehouseCode,ShipmentID,DepartmentCode,DivisionCode,Seq,ItemDate,SKU,UPC,CustomerSKU,SKUTitle,LotNum,Description,UOM,PackType,PackQty,PackPrice,OrderPack,ShipPack,CancelledPack,OpenPack,OrderQty,ShipQty,CancelledQty,OpenQty,PriceRule,Price,DiscountPrice,ExtAmount,ItemTotalAmount,ShipAmount,CancelledAmount,OpenAmount,Stockable,Taxable,Costable,IsProfit,LotInDate,LotExpDate,DBChannelOrderLineRowID,ItemShippingAmount,ShippingCost,ItemTaxAmount,ItemShippingTaxAmount,ItemDiscountRate,ItemDiscountAmount,ItemNotes,ItemCancelCode,Lineitem fulfillment status,Lineitem taxable,ChannelItemID,EAN,MPN,ExternalBarcode,PodInfo
SO2025-000001,1,4,2025-06-17,2025-06-21,2025-07-17,2025-06-18,,,,,AMZ-eCom,AMZ eCom,,30,USD,84.75,84.75,98.76,0.00,84.75,0,0.00,0,0.00,14.01,0.00,,,,,98.76,,0.00,,,,,,,,,,,,,,,Shipped,Paid,,,,,,,10001,10565,10001-2025-000001,,,,,,,,,AMZ eCom Shipping,Alex Reed,Nora Lane,AMZ eCom Retail,201 Harbor Ave,Dock 1,Main ship location,Los Angeles,CA,90002,Los Angeles,USA,ship-amz-ecom@example.com,(213) 555-1006,,,,,,,,,,,,,,,,,,,1,2025-06-17,ADELINE-02-PINK-5.5,,,WOVEN SLIDE SANDAL,,,EA,,,,,,,,3,0,,3,,11.50,11.50,34.50,34.50,0.00,,34.50,Y,N,Y,Y,,,,,,,,,,,,Shipped,N,,,,,
SO2025-000001,1,4,2025-06-17,2025-06-21,2025-07-17,2025-06-18,,,,,AMZ-eCom,AMZ eCom,,30,USD,84.75,84.75,98.76,0.00,84.75,0,0.00,0,0.00,14.01,0.00,,,,,98.76,,0.00,,,,,,,,,,,,,,,Shipped,Paid,,,,,,,10001,10565,10001-2025-000001,,,,,,,,,AMZ eCom Shipping,Alex Reed,Nora Lane,AMZ eCom Retail,201 Harbor Ave,Dock 1,Main ship location,Los Angeles,CA,90002,Los Angeles,USA,ship-amz-ecom@example.com,(213) 555-1006,,,,,,,,,,,,,,,,,,,2,2025-06-17,AVIANA-06-PINK-10,,,FUR SLIPPER,,,EA,,,,,,,,1,0,,1,,16.25,16.25,16.25,16.25,0.00,,16.25,Y,N,Y,Y,,,,,,,,,,,,Shipped,N,,,,,
SO2025-000001,1,4,2025-06-17,2025-06-21,2025-07-17,2025-06-18,,,,,AMZ-eCom,AMZ eCom,,30,USD,84.75,84.75,98.76,0.00,84.75,0,0.00,0,0.00,14.01,0.00,,,,,98.76,,0.00,,,,,,,,,,,,,,,Shipped,Paid,,,,,,,10001,10565,10001-2025-000001,,,,,,,,,AMZ eCom Shipping,Alex Reed,Nora Lane,AMZ eCom Retail,201 Harbor Ave,Dock 1,Main ship location,Los Angeles,CA,90002,Los Angeles,USA,ship-amz-ecom@example.com,(213) 555-1006,,,,,,,,,,,,,,,,,,,3,2025-06-17,FA13501DM-1464KINGSC-29-30,809666852479,,Maya Basic Dark Handsand Wash Midrise Skinny Jeans,,,EA,,,,,,,,1,0,,1,,34.00,34.00,34.00,34.00,0.00,,34.00,Y,N,Y,Y,,,,,,,,,,,,Shipped,N,,,,,
SO2025-000002,1,4,2025-05-29,2025-06-01,2025-07-13,2025-05-31,,,,,Shopify,Shopify,,45,USD,101.25,101.25,113.58,0.00,101.25,0,0.00,0,0.00,12.33,0.00,,,,,113.58,,0.00,,,,,,,,,,,,,,,Shipped,Paid,,,,,,,20001,10580,20001-2025-000002,,,,,,,,,Shopify Shipping,Alex Reed,Dario Lowe,Shopify Commerce,217 Barranca Pkwy,Dock 17,Commerce ship location,Irvine,CA,92609,Orange,USA,ship-shopify@example.com,(949) 555-2606,,,,,,,,,,,,,,,,,,,1,2025-05-29,ADELINE-02-WHITE-9.5,,,WOVEN SLIDE SANDAL,,,EA,,,,,,,,3,0,,3,,11.50,11.50,34.50,34.50,0.00,,34.50,Y,N,Y,Y,,,,,,,,,,,,Shipped,N,,,,,
SO2025-000002,1,4,2025-05-29,2025-06-01,2025-07-13,2025-05-31,,,,,Shopify,Shopify,,45,USD,101.25,101.25,113.58,0.00,101.25,0,0.00,0,0.00,12.33,0.00,,,,,113.58,,0.00,,,,,,,,,,,,,,,Shipped,Paid,,,,,,,20001,10580,20001-2025-000002,,,,,,,,,Shopify Shipping,Alex Reed,Dario Lowe,Shopify Commerce,217 Barranca Pkwy,Dock 17,Commerce ship location,Irvine,CA,92609,Orange,USA,ship-shopify@example.com,(949) 555-2606,,,,,,,,,,,,,,,,,,,2,2025-05-29,CORA-01-TAUP-12,,,CROSS FRONT SANDAL,,,EA,,,,,,,,3,0,,3,,10.75,10.75,32.25,32.25,0.00,,32.25,Y,N,Y,Y,,,,,,,,,,,,Shipped,N,,,,,
SO2025-000002,1,4,2025-05-29,2025-06-01,2025-07-13,2025-05-31,,,,,Shopify,Shopify,,45,USD,101.25,101.25,113.58,0.00,101.25,0,0.00,0,0.00,12.33,0.00,,,,,113.58,,0.00,,,,,,,,,,,,,,,Shipped,Paid,,,,,,,20001,10580,20001-2025-000002,,,,,,,,,Shopify Shipping,Alex Reed,Dario Lowe,Shopify Commerce,217 Barranca Pkwy,Dock 17,Commerce ship location,Irvine,CA,92609,Orange,USA,ship-shopify@example.com,(949) 555-2606,,,,,,,,,,,,,,,,,,,3,2025-05-29,ADELINE-02-CAMEL-8.5,,,WOVEN SLIDE SANDAL,,,EA,,,,,,,,3,0,,3,,11.50,11.50,34.50,34.50,0.00,,34.50,Y,N,Y,Y,,,,,,,,,,,,Shipped,N,,,,,
SO2025-000003,1,4,2025-01-30,2025-02-04,2025-03-31,2025-01-30,,,,,Macys,Macys,,60,USD,171.00,171.00,185.97,0.00,171.00,0,0.00,0,0.00,14.97,0.00,,,,,185.97,,0.00,,,,,,,,,,,,,,,Shipped,Paid,,,,,,,30005,10574,30005-2025-000003,,,,,,,,,Macys Shipping,Taylor Kim,Blake Jett,Macys Stores,215 King St,Dock 15,Department ship location,San Francisco,CA,94107,San Francisco,USA,ship-macys@example.com,(415) 555-2406,,,,,,,,,,,,,,,,,,,1,2025-01-30,ADELINE-03-BROWN-7.5,,,BUCKLE FRONT FLAT SANDALS,,,EA,,,,,,,,2,0,,2,,18.50,18.50,37.00,37.00,0.00,,37.00,Y,N,Y,Y,,,,,,,,,,,,Shipped,N,,,,,
SO2025-000003,1,4,2025-01-30,2025-02-04,2025-03-31,2025-01-30,,,,,Macys,Macys,,60,USD,171.00,171.00,185.97,0.00,171.00,0,0.00,0,0.00,14.97,0.00,,,,,185.97,,0.00,,,,,,,,,,,,,,,Shipped,Paid,,,,,,,30005,10574,30005-2025-000003,,,,,,,,,Macys Shipping,Taylor Kim,Blake Jett,Macys Stores,215 King St,Dock 15,Department ship location,San Francisco,CA,94107,San Francisco,USA,ship-macys@example.com,(415) 555-2406,,,,,,,,,,,,,,,,,,,2,2025-01-30,CAMILA-06-GREEN-6.5,,,COSS FRONT SLIP ON SLIDES,,,EA,,,,,,,,4,0,,4,,8.00,8.00,32.00,32.00,0.00,,32.00,Y,N,Y,Y,,,,,,,,,,,,Shipped,N,,,,,
SO2025-000003,1,4,2025-01-30,2025-02-04,2025-03-31,2025-01-30,,,,,Macys,Macys,,60,USD,171.00,171.00,185.97,0.00,171.00,0,0.00,0,0.00,14.97,0.00,,,,,185.97,,0.00,,,,,,,,,,,,,,,Shipped,Paid,,,,,,,30005,10574,30005-2025-000003,,,,,,,,,Macys Shipping,Taylor Kim,Blake Jett,Macys Stores,215 King St,Dock 15,Department ship location,San Francisco,CA,94107,San Francisco,USA,ship-macys@example.com,(415) 555-2406,,,,,,,,,,,,,,,,,,,3,2025-01-30,FA13501DM-RINSEWSFT-27-32,809666858457,,Maya Basic Dark Handsand Wash Midrise Skinny Jeans,,,EA,,,,,,,,3,0,,3,,34.00,34.00,102.00,102.00,0.00,,102.00,Y,N,Y,Y,,,,,,,,,,,,Shipped,N,,,,,
SO2025-000004,1,4,2025-07-03,2025-07-04,2025-08-17,2025-07-03,,,,,Etsy-LS,Etsy LS,,45,USD,43.00,43.00,51.90,0.00,43.00,0,0.00,0,0.00,8.90,0.00,,,,,51.90,,0.00,,,,,,,,,,,,,,,Shipped,Paid,,,,,,,10008,10571,10008-2025-000004,,,,,,,,,Etsy LS Shipping,Alex Reed,Rhea Moss,Etsy LS Marketplace,205 Mission St,Dock 5,Marketplace ship location,San Francisco,CA,94103,San Francisco,USA,ship-etsy-ls@example.com,(415) 555-1406,,,,,,,,,,,,,,,,,,,1,2025-07-03,CORA-01-YLW-7.5,,,CROSS FRONT SANDAL,,,EA,,,,,,,,4,0,,4,,10.75,10.75,43.00,43.00,0.00,,43.00,Y,N,Y,Y,,,,,,,,,,,,Shipped,N,,,,,
