OrderNumber,OrderType,OrderStatus,OrderDate,ShipDate,DueDate,BillDate,EtaArrivalDate,EarliestShipDate,LatestShipDate,SignatureFlag,CustomerCode,CustomerName,Terms,TermsDays,Currency,SubTotalAmount,SalesAmount,TotalAmount,TaxableAmount,NonTaxableAmount,TaxRate,TaxAmount,DiscountRate,DiscountAmount,ShippingAmount,ShippingTaxAmount,MiscAmount,MiscTaxAmount,ChargeAndAllowanceAmount,ChannelAmount,PaidAmount,CreditAmount,Balance,DepositAmount,SalesRep,SalesRep2,SalesRep3,SalesRep4,CommissionRate,CommissionRate2,CommissionRate3,CommissionRate4,TotalWeight,ActualWeight,CancelCode,SalesDivision,CustomerSource,Fulfillment Status,Financial Status,AmountRefunded,IsEdi,ShippingCarrier,ShippingClass,MainTrackingNumber,MainReturnTrackingNumber,ChannelNum,ChannelAccountNum,ChannelOrderID,SecondaryChannelOrderID,ShippingAccount,RefNum,CustomerPoNum,Carton,EndBuyerUserID,EndBuyerName,EndBuyerEmail,ShipToName,ShipToFirstName,ShipToLastName,ShipToCompany,ShipToAddressLine1,ShipToAddressLine2,ShipToAddressLine3,ShipToCity,ShipToState,ShipToPostalCode,ShipToCounty,ShipToCountry,ShipToEmail,ShipToDaytimePhone,BillToName,BillToCompany,BillToAddressLine1,BillToAddressLine2,BillToAddressLine3,BillToCity,BillToState,BillToPostalCode,BillToCounty,BillToCountry,BillToEmail,BillToDaytimePhone,Notes,ShippingCode,WarehouseCode,ShipmentID,DepartmentCode,DivisionCode,Seq,ItemDate,SKU,UPC,CustomerSKU,SKUTitle,LotNum,Description,UOM,PackType,PackQty,PackPrice,OrderPack,ShipPack,CancelledPack,OpenPack,OrderQty,ShipQty,CancelledQty,OpenQty,PriceRule,Price,DiscountPrice,ExtAmount,ItemTotalAmount,ShipAmount,CancelledAmount,OpenAmount,Stockable,Taxable,Costable,IsProfit,LotInDate,LotExpDate,DBChannelOrderLineRowID,ItemShippingAmount,ShippingCost,ItemTaxAmount,ItemShippingTaxAmount,ItemDiscountRate,ItemDiscountAmount,ItemNotes,ItemCancelCode,Lineitem fulfillment status,Lineitem taxable,ChannelItemID,EAN,MPN,ExternalBarcode,PodInfo
20260307-1,1,0,2026-03-07,2026-03-09,2026-04-06,2026-03-07,,,,,Mirakl-Kohls,Mirakl Kohls,,,USD,89.94,,101.58,,,0,0.00,0,0.00,11.64,,,,,,0,,101.58,,Eli Grant,Sam Lee,,,,,,,,,,,, , ,,,,,,,10013,10576,10013-260307-000001,,,,,,,,,Mirakl Kohls,Jamie,Clark,Mirakl Kohls,San Jose Warehouse,Dock 1,Primary Ship Address,San Jose,CA,95115,Santa Clara,USA,mirakl-kohls@customers.example.com,(408) 555-2301,Mirakl Kohls,Mirakl Kohls,San Jose Billing Office,Suite 100,Primary Bill Address,San Jose,CA,95114,Santa Clara,USA,mirakl-kohls@customers.example.com,(408) 555-2301,,,,,,,1,2026-03-07,ADELINE-03-GOLD-6.5,,,BUCKLE FRONT FLAT SANDALS,,,EA,,,,,,,,3,0,0,3,,29.98,,89.94,89.94,0.00,0.00,89.94,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260307-2,1,0,2026-03-07,2026-03-09,2026-04-06,2026-03-07,,,,,Veeqo-Amazon,Veeqo Amazon,,,USD,106.58,,119.57,,,0,0.00,0,0.00,12.99,,,,,,0,,119.57,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10016,10579,10016-260307-000002,,,,,,,,,Veeqo Amazon,Jamie,Clark,Veeqo Amazon,Irvine Warehouse,Dock 1,Primary Ship Address,Irvine,CA,92603,Orange,USA,veeqo-amazon@customers.example.com,(949) 555-1101,Veeqo Amazon,Veeqo Amazon,Irvine Billing Office,Suite 100,Primary Bill Address,Irvine,CA,92602,Orange,USA,veeqo-amazon@customers.example.com,(949) 555-1101,,,,,,,1,2026-03-07,ADELINE-03-BLUE-6,,,BUCKLE FRONT FLAT SANDALS,,,EA,,,,,,,,2,0,0,2,,53.29,,106.58,106.58,0.00,0.00,106.58,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260307-3,1,0,2026-03-07,2026-03-09,2026-04-06,2026-03-07,,,,,Mirakl-Kohls,Mirakl Kohls,,,USD,76.25,,91.54,,,0,0.00,0,0.00,15.29,,,,,,0,,91.54,,Eli Grant,Sam Lee,,,,,,,,,,,, , ,,,,,,,10013,10576,10013-260307-000003,,,,,,,,,Mirakl Kohls,Jamie,Clark,Mirakl Kohls,San Jose Warehouse,Dock 1,Primary Ship Address,San Jose,CA,95115,Santa Clara,USA,mirakl-kohls@customers.example.com,(408) 555-2301,Mirakl Kohls,Mirakl Kohls,San Jose Billing Office,Suite 100,Primary Bill Address,San Jose,CA,95114,Santa Clara,USA,mirakl-kohls@customers.example.com,(408) 555-2301,,,,,,,1,2026-03-07,CORA-01-TAUP-7.5,,,CROSS FRONT SANDAL,,,EA,,,,,,,,1,0,0,1,,35.15,,35.15,35.15,0.00,0.00,35.15,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260307-3,1,0,2026-03-07,2026-03-09,2026-04-06,2026-03-07,,,,,Mirakl-Kohls,Mirakl Kohls,,,USD,76.25,,91.54,,,0,0.00,0,0.00,15.29,,,,,,0,,91.54,,Eli Grant,Sam Lee,,,,,,,,,,,, , ,,,,,,,10013,10576,10013-260307-000003,,,,,,,,,Mirakl Kohls,Jamie,Clark,Mirakl Kohls,San Jose Warehouse,Dock 1,Primary Ship Address,San Jose,CA,95115,Santa Clara,USA,mirakl-kohls@customers.example.com,(408) 555-2301,Mirakl Kohls,Mirakl Kohls,San Jose Billing Office,Suite 100,Primary Bill Address,San Jose,CA,95114,Santa Clara,USA,mirakl-kohls@customers.example.com,(408) 555-2301,,,,,,,2,2026-03-07,FA13501DM-1608BLAU2-28-32,,,Maya Basic Dark Handsand Wash Midrise Skinny Jeans,,,EA,,,,,,,,3,0,0,3,,13.70,,41.10,41.10,0.00,0.00,41.10,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260307-4,1,0,2026-03-07,2026-03-09,2026-04-06,2026-03-07,,,,,Walmart-eComm,Walmart eComm,,,USD,130.45,,144.51,,,0,0.00,0,0.00,14.06,,,,,,0,,144.51,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10002,10566,10002-260307-000004,,,,,,,,,Walmart eComm,Morgan,Lee,Walmart eComm,San Francisco Warehouse,Dock 1,Primary Ship Address,San Francisco,CA,94109,San Francisco,USA,walmart-ecomm@customers.example.com,(415) 555-2901,Walmart eComm,Walmart eComm,San Francisco Billing Office,Suite 100,Primary Bill Address,San Francisco,CA,94108,San Francisco,USA,walmart-ecomm@customers.example.com,(415) 555-2901,,,,,,,1,2026-03-07,ADELINE-02-CAMEL-9.5,,,WOVEN SLIDE SANDAL,,,EA,,,,,,,,1,0,0,1,,37.59,,37.59,37.59,0.00,0.00,37.59,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260307-4,1,0,2026-03-07,2026-03-09,2026-04-06,2026-03-07,,,,,Walmart-eComm,Walmart eComm,,,USD,130.45,,144.51,,,0,0.00,0,0.00,14.06,,,,,,0,,144.51,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10002,10566,10002-260307-000004,,,,,,,,,Walmart eComm,Morgan,Lee,Walmart eComm,San Francisco Warehouse,Dock 1,Primary Ship Address,San Francisco,CA,94109,San Francisco,USA,walmart-ecomm@customers.example.com,(415) 555-2901,Walmart eComm,Walmart eComm,San Francisco Billing Office,Suite 100,Primary Bill Address,San Francisco,CA,94108,San Francisco,USA,walmart-ecomm@customers.example.com,(415) 555-2901,,,,,,,2,2026-03-07,FA13512DM-1847DPOCN-26-30,,,Angie Stud Bling Pocket Low Rise Skinny Jeans,,,EA,,,,,,,,2,0,0,2,,46.43,,92.86,92.86,0.00,0.00,92.86,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260307-5,1,0,2026-03-07,2026-03-09,2026-04-06,2026-03-07,,,,,Macys,Macys,,,USD,123.03,,123.03,,,0,0.00,0,0.00,0.00,,,,,,0,,123.03,,Dana Ross,Eli Grant,,,,,,,,,,,, , ,,,,,,,30005,10574,30005-260307-000005,,,,,,,,,Macys,Taylor,Kim,Macys,San Francisco Warehouse,Dock 1,Primary Ship Address,San Francisco,CA,94107,San Francisco,USA,macys@customers.example.com,(415) 555-2401,Macys,Macys,San Francisco Billing Office,Suite 100,Primary Bill Address,San Francisco,CA,94106,San Francisco,USA,macys@customers.example.com,(415) 555-2401,,,,,,,1,2026-03-07,ADELINE-02-CAMEL-5.5,,,WOVEN SLIDE SANDAL,,,EA,,,,,,,,3,0,0,3,,41.01,,123.03,123.03,0.00,0.00,123.03,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260307-6,1,0,2026-03-07,2026-03-09,2026-04-06,2026-03-07,,,,,JCPenney,JCPenney,,,USD,63.91,,64.15,,,0,0.00,0,0.00,0.24,,,,,,0,,64.15,,Rina Patel,Dana Ross,,,,,,,,,,,, , ,,,,,,,30007,10575,30007-260307-000006,,,,,,,,,JCPenney,Alex,Reed,JCPenney,San Diego Warehouse,Dock 1,Primary Ship Address,San Diego,CA,92106,San Diego,USA,jcpenney@customers.example.com,(619) 555-2201,JCPenney,JCPenney,San Diego Billing Office,Suite 100,Primary Bill Address,San Diego,CA,92105,San Diego,USA,jcpenney@customers.example.com,(619) 555-2201,,,,,,,1,2026-03-07,CORA-01-CAME-10,,,CROSS FRONT SANDAL,,,EA,,,,,,,,2,0,0,2,,16.74,,33.48,33.48,0.00,0.00,33.48,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260307-6,1,0,2026-03-07,2026-03-09,2026-04-06,2026-03-07,,,,,JCPenney,JCPenney,,,USD,63.91,,64.15,,,0,0.00,0,0.00,0.24,,,,,,0,,64.15,,Rina Patel,Dana Ross,,,,,,,,,,,, , ,,,,,,,30007,10575,30007-260307-000006,,,,,,,,,JCPenney,Alex,Reed,JCPenney,San Diego Warehouse,Dock 1,Primary Ship Address,San Diego,CA,92106,San Diego,USA,jcpenney@customers.example.com,(619) 555-2201,JCPenney,JCPenney,San Diego Billing Office,Suite 100,Primary Bill Address,San Diego,CA,92105,San Diego,USA,jcpenney@customers.example.com,(619) 555-2201,,,,,,,2,2026-03-07,F13031C-1742VNTGDM-28-STD,,,Cayden Vintage Beujolias Corduroy Skinny Jeans,,,EA,,,,,,,,1,0,0,1,,30.43,,30.43,30.43,0.00,0.00,30.43,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
20260307-7,1,0,2026-03-07,2026-03-09,2026-04-06,2026-03-07,,,,,Veeqo-Amazon,Veeqo Amazon,,,USD,115.42,,117.94,,,0,0.00,0,0.00,2.52,,,,,,0,,117.94,,Sam Lee,Rina Patel,,,,,,,,,,,, , ,,,,,,,10016,10579,10016-260307-000007,,,,,,,,,Veeqo Amazon,Jamie,Clark,Veeqo Amazon,Irvine Warehouse,Dock 1,Primary Ship Address,Irvine,CA,92603,Orange,USA,veeqo-amazon@customers.example.com,(949) 555-1101,Veeqo Amazon,Veeqo Amazon,Irvine Billing Office,Suite 100,Primary Bill Address,Irvine,CA,92602,Orange,USA,veeqo-amazon@customers.example.com,(949) 555-1101,,,,,,,1,2026-03-07,ADELINE-02-CAMEL-10,,,WOVEN SLIDE SANDAL,,,EA,,,,,,,,1,0,0,1,,26.65,,26.65,26.65,0.00,0.00,26.65,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,
